item_id,store_id,date,actual,croston_sba_forecast
FOODS_1_001,CA_1,2016-03-28,2,0.8308610212192187
FOODS_1_001,CA_1,2016-03-29,1,0.8308610212192187
FOODS_1_001,CA_1,2016-03-30,1,0.8308610212192187
FOODS_1_001,CA_1,2016-03-31,0,0.8308610212192187
FOODS_1_001,CA_1,2016-04-01,4,0.8308610212192187
FOODS_1_001,CA_1,2016-04-02,0,0.8308610212192187
FOODS_1_001,CA_1,2016-04-03,0,0.8308610212192187
FOODS_1_001,CA_1,2016-04-04,4,0.8308610212192187
FOODS_1_001,CA_1,2016-04-05,1,0.8308610212192187
FOODS_1_001,CA_1,2016-04-06,3,0.8308610212192187
FOODS_1_001,CA_1,2016-04-07,0,0.8308610212192187
FOODS_1_001,CA_1,2016-04-08,1,0.8308610212192187
FOODS_1_001,CA_1,2016-04-09,0,0.8308610212192187
FOODS_1_001,CA_1,2016-04-10,2,0.8308610212192187
FOODS_1_001,CA_1,2016-04-11,2,0.8308610212192187
FOODS_1_001,CA_1,2016-04-12,0,0.8308610212192187
FOODS_1_001,CA_1,2016-04-13,1,0.8308610212192187
FOODS_1_001,CA_1,2016-04-14,1,0.8308610212192187
FOODS_1_001,CA_1,2016-04-15,0,0.8308610212192187
FOODS_1_001,CA_1,2016-04-16,2,0.8308610212192187
FOODS_1_001,CA_1,2016-04-17,0,0.8308610212192187
FOODS_1_001,CA_1,2016-04-18,4,0.8308610212192187
FOODS_1_001,CA_1,2016-04-19,1,0.8308610212192187
FOODS_1_001,CA_1,2016-04-20,1,0.8308610212192187
FOODS_1_001,CA_1,2016-04-21,0,0.8308610212192187
FOODS_1_001,CA_1,2016-04-22,1,0.8308610212192187
FOODS_1_001,CA_1,2016-04-23,1,0.8308610212192187
FOODS_1_001,CA_1,2016-04-24,0,0.8308610212192187
FOODS_1_002,CA_1,2016-03-28,0,0.43886173667250555
FOODS_1_002,CA_1,2016-03-29,1,0.43886173667250555
FOODS_1_002,CA_1,2016-03-30,0,0.43886173667250555
FOODS_1_002,CA_1,2016-03-31,0,0.43886173667250555
FOODS_1_002,CA_1,2016-04-01,0,0.43886173667250555
FOODS_1_002,CA_1,2016-04-02,0,0.43886173667250555
FOODS_1_002,CA_1,2016-04-03,0,0.43886173667250555
FOODS_1_002,CA_1,2016-04-04,0,0.43886173667250555
FOODS_1_002,CA_1,2016-04-05,0,0.43886173667250555
FOODS_1_002,CA_1,2016-04-06,1,0.43886173667250555
FOODS_1_002,CA_1,2016-04-07,0,0.43886173667250555
FOODS_1_002,CA_1,2016-04-08,0,0.43886173667250555
FOODS_1_002,CA_1,2016-04-09,0,0.43886173667250555
FOODS_1_002,CA_1,2016-04-10,0,0.43886173667250555
FOODS_1_002,CA_1,2016-04-11,1,0.43886173667250555
FOODS_1_002,CA_1,2016-04-12,0,0.43886173667250555
FOODS_1_002,CA_1,2016-04-13,0,0.43886173667250555
FOODS_1_002,CA_1,2016-04-14,1,0.43886173667250555
FOODS_1_002,CA_1,2016-04-15,1,0.43886173667250555
FOODS_1_002,CA_1,2016-04-16,3,0.43886173667250555
FOODS_1_002,CA_1,2016-04-17,1,0.43886173667250555
FOODS_1_002,CA_1,2016-04-18,0,0.43886173667250555
FOODS_1_002,CA_1,2016-04-19,0,0.43886173667250555
FOODS_1_002,CA_1,2016-04-20,1,0.43886173667250555
FOODS_1_002,CA_1,2016-04-21,2,0.43886173667250555
FOODS_1_002,CA_1,2016-04-22,0,0.43886173667250555
FOODS_1_002,CA_1,2016-04-23,0,0.43886173667250555
FOODS_1_002,CA_1,2016-04-24,0,0.43886173667250555
FOODS_1_003,CA_1,2016-03-28,4,0.726094891558899
FOODS_1_003,CA_1,2016-03-29,0,0.726094891558899
FOODS_1_003,CA_1,2016-03-30,0,0.726094891558899
FOODS_1_003,CA_1,2016-03-31,1,0.726094891558899
FOODS_1_003,CA_1,2016-04-01,1,0.726094891558899
FOODS_1_003,CA_1,2016-04-02,0,0.726094891558899
FOODS_1_003,CA_1,2016-04-03,0,0.726094891558899
FOODS_1_003,CA_1,2016-04-04,1,0.726094891558899
FOODS_1_003,CA_1,2016-04-05,0,0.726094891558899
FOODS_1_003,CA_1,2016-04-06,1,0.726094891558899
FOODS_1_003,CA_1,2016-04-07,1,0.726094891558899
FOODS_1_003,CA_1,2016-04-08,0,0.726094891558899
FOODS_1_003,CA_1,2016-04-09,1,0.726094891558899
FOODS_1_003,CA_1,2016-04-10,0,0.726094891558899
FOODS_1_003,CA_1,2016-04-11,0,0.726094891558899
FOODS_1_003,CA_1,2016-04-12,1,0.726094891558899
FOODS_1_003,CA_1,2016-04-13,2,0.726094891558899
FOODS_1_003,CA_1,2016-04-14,0,0.726094891558899
FOODS_1_003,CA_1,2016-04-15,3,0.726094891558899
FOODS_1_003,CA_1,2016-04-16,0,0.726094891558899
FOODS_1_003,CA_1,2016-04-17,2,0.726094891558899
FOODS_1_003,CA_1,2016-04-18,1,0.726094891558899
FOODS_1_003,CA_1,2016-04-19,1,0.726094891558899
FOODS_1_003,CA_1,2016-04-20,0,0.726094891558899
FOODS_1_003,CA_1,2016-04-21,1,0.726094891558899
FOODS_1_003,CA_1,2016-04-22,0,0.726094891558899
FOODS_1_003,CA_1,2016-04-23,1,0.726094891558899
FOODS_1_003,CA_1,2016-04-24,0,0.726094891558899
FOODS_1_004,CA_1,2016-03-28,0,9.276621142490875
FOODS_1_004,CA_1,2016-03-29,0,9.276621142490875
FOODS_1_004,CA_1,2016-03-30,0,9.276621142490875
FOODS_1_004,CA_1,2016-03-31,0,9.276621142490875
FOODS_1_004,CA_1,2016-04-01,0,9.276621142490875
FOODS_1_004,CA_1,2016-04-02,0,9.276621142490875
FOODS_1_004,CA_1,2016-04-03,0,9.276621142490875
FOODS_1_004,CA_1,2016-04-04,0,9.276621142490875
FOODS_1_004,CA_1,2016-04-05,0,9.276621142490875
FOODS_1_004,CA_1,2016-04-06,0,9.276621142490875
FOODS_1_004,CA_1,2016-04-07,0,9.276621142490875
FOODS_1_004,CA_1,2016-04-08,0,9.276621142490875
FOODS_1_004,CA_1,2016-04-09,0,9.276621142490875
FOODS_1_004,CA_1,2016-04-10,0,9.276621142490875
FOODS_1_004,CA_1,2016-04-11,0,9.276621142490875
FOODS_1_004,CA_1,2016-04-12,0,9.276621142490875
FOODS_1_004,CA_1,2016-04-13,0,9.276621142490875
FOODS_1_004,CA_1,2016-04-14,0,9.276621142490875
FOODS_1_004,CA_1,2016-04-15,0,9.276621142490875
FOODS_1_004,CA_1,2016-04-16,0,9.276621142490875
FOODS_1_004,CA_1,2016-04-17,0,9.276621142490875
FOODS_1_004,CA_1,2016-04-18,0,9.276621142490875
FOODS_1_004,CA_1,2016-04-19,0,9.276621142490875
FOODS_1_004,CA_1,2016-04-20,0,9.276621142490875
FOODS_1_004,CA_1,2016-04-21,0,9.276621142490875
FOODS_1_004,CA_1,2016-04-22,0,9.276621142490875
