item_id,store_id,cat_id,dept_id,state_id,abc_class,xyz_class,abc_xyz,forecast_mean,actual_mean,forecast_bias,forecast_error_std,forecast_rmse,cv_actual,sell_price,best_model_used
FOODS_1_001,CA_1,FOODS,FOODS_1,CA,B,Z,BZ,0.8308610212192183,1.1785714285714286,0.3477104073522098,1.2781227967601092,1.3023661656469183,1.084467827554032,2.24,Croston_SBA
FOODS_1_002,CA_1,FOODS,FOODS_1,CA,A,Z,AZ,0.4388617366725055,0.42857142857142855,-0.010290308101076938,0.7417981870189159,0.7285040393427987,1.7308624363774705,8.88,Croston_SBA
FOODS_1_003,CA_1,FOODS,FOODS_1,CA,B,Z,BZ,0.7260948915588987,0.7857142857142857,0.059619394155386765,0.9946949227868761,0.9785888333782051,1.265975356274206,2.88,Croston_SBA
FOODS_1_004,CA_1,FOODS,FOODS_1,CA,A,Z,AZ,9.276621142490878,0.0,-9.276621142490878,1.8089532617342584e-15,9.276621142490876,0.0,1.78,Croston_SBA
FOODS_1_005,CA_1,FOODS,FOODS_1,CA,A,Z,AZ,1.404758242201575,1.2142857142857142,-0.19047252791586086,1.166099635446457,1.1608205174300532,0.9603173468382588,3.28,Croston_SBA
FOODS_1_006,CA_1,FOODS,FOODS_1,CA,B,Z,BZ,1.56201582409138,1.7857142857142858,0.22369846162290624,1.6183471874253743,1.6048523937777226,0.9062744249582095,2.24,Croston_SBA
FOODS_1_008,CA_1,FOODS,FOODS_1,CA,C,Z,CZ,0.310378026582293,0.14285714285714285,-0.16752088372515014,0.3563483225498991,0.38795905206077097,2.494438257849295,3.28,Croston_SBA
FOODS_1_009,CA_1,FOODS,FOODS_1,CA,C,Z,CZ,1.4629610258889512,0.0,-1.4629610258889512,0.0,1.4629610258889512,0.0,2.38,Croston_SBA
FOODS_1_010,CA_1,FOODS,FOODS_1,CA,C,Z,CZ,0.19341228778753874,0.25,0.056587712212461325,0.700528900717694,0.6902292770433069,2.802115602870776,5.33,Croston_SBA
FOODS_1_011,CA_1,FOODS,FOODS_1,CA,B,Z,BZ,0.9245038531070835,1.2142857142857142,0.28978186117863064,1.1338934190276815,1.1505518004138264,0.9337945803757379,2.48,Croston_SBA
FOODS_1_012,CA_1,FOODS,FOODS_1,CA,A,Z,AZ,3.593015405557208,2.75,-0.8430154055572078,2.029869545160568,2.1642294840707326,0.7381343800583884,5.4,Croston_SBA
FOODS_1_013,CA_1,FOODS,FOODS_1,CA,B,Z,BZ,2.0482821775455564,2.4285714285714284,0.3802892510258726,2.55934846206306,2.541839185522574,1.0538493667318483,1.48,Croston_SBA
FOODS_1_014,CA_1,FOODS,FOODS_1,CA,C,Z,CZ,1.6848726165769872,1.1071428571428572,-0.5777297594341295,1.1001442906807546,1.2250973478342493,0.9936787141632621,0.98,Croston_SBA
FOODS_1_015,CA_1,FOODS,FOODS_1,CA,B,Z,BZ,0.6469023360704099,0.6071428571428571,-0.039759478927552556,0.8317445171439015,0.8177240689250161,1.3699321458840732,3.24,Croston_SBA
FOODS_1_016,CA_1,FOODS,FOODS_1,CA,B,Z,BZ,1.0816271038776224,0.17857142857142858,-0.9030556753061939,0.47559486560567094,1.0166719223036924,2.6633312473917568,1.98,Croston_SBA
FOODS_1_017,CA_1,FOODS,FOODS_1,CA,C,Z,CZ,0.893702305745404,0.8928571428571429,-0.0008451628882611338,0.956044540814477,0.9388174824324034,1.070769885712214,2.38,Croston_SBA
FOODS_1_018,CA_1,FOODS,FOODS_1,CA,A,Y,AY,9.335778617071389,8.321428571428571,-1.0143500456428194,5.603511784255115,5.595252020885964,0.7565434223325016,0.98,LightGBM
FOODS_1_019,CA_1,FOODS,FOODS_1,CA,A,Z,AZ,8.331276464646749,8.571428571428571,0.2401521067818229,7.395837525149718,7.266537758353384,0.8628477112674671,1.08,Croston_SBA
FOODS_1_020,CA_1,FOODS,FOODS_1,CA,B,Z,BZ,1.1690261249270293,1.1785714285714286,0.009545303644399285,1.0202966681339751,1.001956906974501,0.8657062638712514,2.68,Croston_SBA
FOODS_1_021,CA_1,FOODS,FOODS_1,CA,A,Z,AZ,2.3801025595935537,1.4285714285714286,-0.9515311310221252,1.7089865185644153,1.9291806612954865,1.1962905629950906,0.98,Croston_SBA
FOODS_1_022,CA_1,FOODS,FOODS_1,CA,C,Z,CZ,0.0623160757294412,0.07142857142857142,0.009112495699130228,0.262265264156481,0.25770053975518087,3.671713698190734,4.63,Croston_SBA
FOODS_1_023,CA_1,FOODS,FOODS_1,CA,A,Z,AZ,0.26534971790301165,0.2857142857142857,0.020364567811274,0.9371802805793975,0.9205180558426566,3.2801309820278917,5.4,Croston_SBA
FOODS_1_024,CA_1,FOODS,FOODS_1,CA,A,Z,AZ,0.5133236646243778,0.07142857142857142,-0.44189509319580644,0.262265264156481,0.5114663273401049,3.671713698190735,4.74,Croston_SBA
FOODS_1_025,CA_1,FOODS,FOODS_1,CA,B,Z,BZ,0.5916850608686296,0.6785714285714286,0.08688636770279887,0.8629652337776967,0.8518576675657414,1.2717382392513423,4.27,Croston_SBA
FOODS_1_026,CA_1,FOODS,FOODS_1,CA,A,Z,AZ,1.1550592850385937,0.6428571428571429,-0.5122021421814509,1.1930131697849873,1.278592982167157,1.8557982641099804,6.98,Croston_SBA
FOODS_1_027,CA_1,FOODS,FOODS_1,CA,B,Z,BZ,1.0975947297802524,2.5357142857142856,1.438119555934033,1.64389201360094,2.161956337232248,0.6482954419834692,1.78,Croston_SBA
FOODS_1_028,CA_1,FOODS,FOODS_1,CA,B,Z,BZ,0.6900126953848821,0.6428571428571429,-0.04715555252773888,1.3113263207824053,1.2885600146831808,2.039840943439297,2.78,Croston_SBA
FOODS_1_029,CA_1,FOODS,FOODS_1,CA,C,Z,CZ,0.42415041550870786,0.32142857142857145,-0.10272184408013649,0.6118321864193026,0.6095253604291835,1.9034779133044972,3.94,Croston_SBA
FOODS_1_030,CA_1,FOODS,FOODS_1,CA,B,Z,BZ,0.3482505635304601,0.5714285714285714,0.2231780078981114,0.7901510136288028,0.8073718099710319,1.382764273850405,3.24,Croston_SBA
FOODS_1_031,CA_1,FOODS,FOODS_1,CA,A,Z,AZ,0.981506923610741,0.8571428571428571,-0.12436406646788381,1.1773883752795364,1.1628418271226655,1.373619771159459,3.28,Croston_SBA
FOODS_1_032,CA_1,FOODS,FOODS_1,CA,A,Z,AZ,2.2505318670417394,1.4285714285714286,-0.8219604384703112,1.8743605611587948,2.0157812541174014,1.3120523928111563,0.98,Croston_SBA
FOODS_1_033,CA_1,FOODS,FOODS_1,CA,B,Z,BZ,0.9244340009955783,0.7857142857142857,-0.13871971528129243,0.7867957924694432,0.7849725695321633,1.0013764631429278,5.4,Croston_SBA
FOODS_1_034,CA_1,FOODS,FOODS_1,CA,B,Z,BZ,0.39951627044953175,0.25,-0.1495162704495318,0.8443713418650368,0.8425289995775442,3.3774853674601473,5.47,Croston_SBA
FOODS_1_035,CA_1,FOODS,FOODS_1,CA,B,Z,BZ,1.464892537040447,1.5357142857142858,0.07082174867383888,2.456769074559977,2.413538643011483,1.5997566066902174,2.48,Croston_SBA
FOODS_1_036,CA_1,FOODS,FOODS_1,CA,A,Z,AZ,2.324976201549449,2.1785714285714284,-0.14640477297802043,1.6342077348473545,1.6114246676750241,0.750128140585671,1.78,Croston_SBA
FOODS_1_037,CA_1,FOODS,FOODS_1,CA,B,Z,BZ,3.155841539706078,1.8928571428571428,-1.262984396848936,1.8122890316921123,2.18225145742157,0.9574357148562103,3.24,Croston_SBA
FOODS_1_038,CA_1,FOODS,FOODS_1,CA,A,Z,AZ,0.3521410005165445,0.5,0.14785899948345543,0.693888666488711,0.6972431412455505,1.387777332977422,8.98,Croston_SBA
FOODS_1_039,CA_1,FOODS,FOODS_1,CA,C,Z,CZ,0.5492804649579396,0.6428571428571429,0.09357667789920324,0.7310208850583779,0.7239217617226539,1.1371435989796992,2.48,Croston_SBA
FOODS_1_040,CA_1,FOODS,FOODS_1,CA,A,Z,AZ,3.489009343459565,2.5714285714285716,-0.9175807720309928,2.5302403842552987,2.648664542926509,0.9839823716548384,1.78,Croston_SBA
FOODS_1_041,CA_1,FOODS,FOODS_1,CA,B,Z,BZ,1.1714013766837759,1.0,-0.17140137668377609,1.387777332977422,1.3735069308423422,1.387777332977422,2.24,Croston_SBA
FOODS_1_042,CA_1,FOODS,FOODS_1,CA,B,Z,BZ,3.514275223911428,3.4285714285714284,-0.08570379533999949,2.3948799000053715,2.3532865072985993,0.6985066375015666,0.98,Croston_SBA
FOODS_1_043,CA_1,FOODS,FOODS_1,CA,A,Y,AY,0.013194270276160353,0.0,-0.013194270276160353,0.02778643365788297,0.030308417432772034,0.0,1.78,LightGBM
FOODS_1_044,CA_1,FOODS,FOODS_1,CA,A,Z,AZ,0.9980460651829036,0.7142857142857143,-0.28376035089718904,1.462041770116756,1.4634699950929007,2.0468584781634585,2.78,Croston_SBA
FOODS_1_045,CA_1,FOODS,FOODS_1,CA,A,Z,AZ,2.83996932047543,1.1428571428571428,-1.6971121776182874,2.2724482753235913,2.8035301996152953,1.9883922409081425,1.78,Croston_SBA
FOODS_1_046,CA_1,FOODS,FOODS_1,CA,A,Y,AY,6.374042853816239,8.285714285714286,1.9116714318980474,5.767034154413195,5.977069557631805,0.7225397434074311,0.98,LightGBM
FOODS_1_047,CA_1,FOODS,FOODS_1,CA,B,Z,BZ,0.7387324910894334,0.8571428571428571,0.11841036605342357,1.0079052613579393,0.9968013099527908,1.1758894715842627,3.28,Croston_SBA
FOODS_1_048,CA_1,FOODS,FOODS_1,CA,B,Z,BZ,0.3249784814027209,0.75,0.4250215185972791,1.0408329997330663,1.1069264421873724,1.3877773329774217,5.98,Croston_SBA
FOODS_1_049,CA_1,FOODS,FOODS_1,CA,B,Z,BZ,0.8047374966302488,0.7857142857142857,-0.019023210915963023,1.1007452982594166,1.0810778091757913,1.4009485614210757,2.24,Croston_SBA
FOODS_1_050,CA_1,FOODS,FOODS_1,CA,B,Z,BZ,1.170106316457431,1.1428571428571428,-0.02724917360028792,1.4327979804948265,1.4072435305222024,1.2536982329329733,5.98,Croston_SBA
FOODS_1_051,CA_1,FOODS,FOODS_1,CA,B,Z,BZ,0.8358553629872648,0.75,-0.08585536298726486,1.3228756555322954,1.3018721685917076,1.7638342073763937,3.87,Croston_SBA
FOODS_1_052,CA_1,FOODS,FOODS_1,CA,C,Z,CZ,1.1844937926911385,2.1785714285714284,0.9940776358802902,1.5166623059417512,1.7906151431994832,0.6961728617437547,0.98,Croston_SBA
FOODS_1_053,CA_1,FOODS,FOODS_1,CA,B,Z,BZ,0.10678119446751912,0.25,0.14321880553248087,0.44095855184409843,0.45608291599022927,1.7638342073763937,5.47,Croston_SBA
FOODS_1_054,CA_1,FOODS,FOODS_1,CA,A,Z,AZ,1.7887286584039495,2.25,0.46127134159605,1.7559422921421233,1.7849329220707721,0.7804187965076104,1.88,Croston_SBA
FOODS_1_055,CA_1,FOODS,FOODS_1,CA,A,Z,AZ,2.1079015088572968,2.0,-0.10790150885729674,2.479545956046822,2.437255457309535,1.239772978023411,3.98,Croston_SBA
